-4.31602e+008	1.98211	
-4.31602e+008	1.81017	
-4.31602e+008	1.85172	
-4.31602e+008	1.81691	
-4.31602e+008	1.86844	
-4.31602e+008	1.83924	
-4.31602e+008	1.92536	
-4.31602e+008	2.16569	
-4.31602e+008	2.16624	
-4.31602e+008	1.92716	
-4.31602e+008	1.76752	
-4.31602e+008	1.72816	
-4.31602e+008	1.66906	
-4.31602e+008	1.72173	
-4.31602e+008	1.82458	
-4.31602e+008	1.73309	
-4.31602e+008	1.74254	
-4.31602e+008	1.68394	
-4.31602e+008	1.80516	
-4.31602e+008	1.7078	
-4.31602e+008	1.7592	
-4.31602e+008	1.80913	
-4.31602e+008	1.86938	
-4.31602e+008	1.93477	
-4.31602e+008	1.92618	
-4.31602e+008	1.87562	
-4.31602e+008	1.74335	
-4.31602e+008	1.7397	
-4.31602e+008	1.79469	
-4.31602e+008	1.8872	
-4.31602e+008	2.26243	
-4.31602e+008	8.18954	
-4.31602e+008	2.05011	
-4.31602e+008	1.87922	
-4.31602e+008	1.8454	
-4.31602e+008	1.82912	
-4.31602e+008	1.89235	
-4.31602e+008	2.13754	
-4.31602e+008	2.12942	
-4.31602e+008	2.03573	
-4.31602e+008	2.03692	
-4.31602e+008	1.91352	
-4.31602e+008	1.86482	
-4.31602e+008	1.82835	
-4.31602e+008	1.76397	
-4.31602e+008	1.81076	
-4.31602e+008	1.82085	
-4.31602e+008	1.81386	
-4.31602e+008	1.7543	
-4.31602e+008	1.72676	
-4.31602e+008	1.7977	
-4.31602e+008	1.79407	
-4.31602e+008	1.79972	
-4.31602e+008	1.86973	
-4.31602e+008	1.89591	
-4.31602e+008	1.93219	
-4.31602e+008	1.9358	
-4.31602e+008	1.91808	
-4.31602e+008	1.8168	
-4.31602e+008	1.78086	
-4.31602e+008	1.85541	
-4.31602e+008	1.91819	
-4.31602e+008	2.20548	
-4.31602e+008	8.62734	
-4.31602e+008	2.1119	
-4.31602e+008	1.90074	
-4.31602e+008	1.91132	
-4.31602e+008	1.85082	
-4.31602e+008	1.96125	
-4.31602e+008	1.9267	
-4.31602e+008	1.87435	
-4.31602e+008	1.89896	
-4.31602e+008	1.96439	
-4.31602e+008	1.93029	
-4.31602e+008	1.90948	
-4.31602e+008	1.86259	
-4.31602e+008	1.85257	
-4.31602e+008	1.88441	
-4.31602e+008	1.88993	
-4.31602e+008	1.87662	
-4.31602e+008	1.89561	
-4.31602e+008	1.86439	
-4.31602e+008	1.87453	
-4.31602e+008	1.90904	
-4.31602e+008	2.00756	
-4.31602e+008	1.96317	
-4.31602e+008	2.04104	
-4.31602e+008	1.97732	
-4.31602e+008	1.9257	
-4.31602e+008	1.97856	
-4.31602e+008	2.00425	
-4.31602e+008	2.01976	
-4.31602e+008	2.00852	
-4.31602e+008	2.15449	
-4.31602e+008	2.56528	
-4.31602e+008	8.49391	
-4.31602e+008	2.03852	
-4.31602e+008	1.86582	
-4.31602e+008	1.86827	
-4.31602e+008	1.84641	
-4.31602e+008	1.87682	
-4.31602e+008	1.91947	
-4.31602e+008	1.89214	
-4.31602e+008	1.87302	
-4.31602e+008	1.94861	
-4.31602e+008	1.88001	
-4.31602e+008	1.88289	
-4.31602e+008	1.82598	
-4.31602e+008	1.81743	
-4.31602e+008	1.86029	
-4.31602e+008	1.86168	
-4.31602e+008	1.81111	
-4.31602e+008	1.81393	
-4.31602e+008	1.8005	
-4.31602e+008	1.80905	
-4.31602e+008	1.90103	
-4.31602e+008	1.86003	
-4.31602e+008	1.85028	
-4.31602e+008	1.95336	
-4.31602e+008	1.87686	
-4.31602e+008	1.93164	
-4.31602e+008	1.91623	
-4.31602e+008	1.9174	
-4.31602e+008	1.91138	
-4.31602e+008	1.91538	
-4.31602e+008	1.95174	
-4.31602e+008	2.56487	
-4.31602e+008	10.8873	
-4.31602e+008	2.07329	
-4.31602e+008	1.89524	
-4.31602e+008	1.87683	
-4.31602e+008	1.89455	
-4.31602e+008	1.87219	
-4.31602e+008	1.90766	
-4.31602e+008	1.91395	
-4.31602e+008	1.87346	
-4.31602e+008	1.85507	
-4.31602e+008	1.88261	
-4.31602e+008	1.93104	
-4.31602e+008	1.88046	
-4.31602e+008	1.88932	
-4.31602e+008	1.88891	
-4.31602e+008	1.87174	
-4.31602e+008	1.8188	
-4.31602e+008	1.89165	
-4.31602e+008	1.88428	
-4.31602e+008	1.88467	
-4.31602e+008	1.91895	
-4.31602e+008	1.91976	
-4.31602e+008	1.83746	
-4.31602e+008	1.92758	
-4.31602e+008	1.84413	
-4.31602e+008	1.9032	
-4.31602e+008	1.91382	
-4.31602e+008	1.93004	
-4.31602e+008	1.91763	
-4.31602e+008	1.91084	
-4.31602e+008	2.00394	
-4.31602e+008	2.91195	
-4.31602e+008	12.3973	
-4.31602e+008	2.01502	
-4.31602e+008	1.85373	
-4.31602e+008	1.88138	
-4.31602e+008	1.85482	
-4.31602e+008	1.88362	
-4.31602e+008	1.9309	
-4.31602e+008	1.92403	
-4.31602e+008	1.8752	
-4.31602e+008	1.85103	
-4.31602e+008	1.89609	
-4.31602e+008	1.87748	
-4.31602e+008	1.919	
-4.31602e+008	1.93569	
-4.31602e+008	1.90299	
-4.31602e+008	1.96505	
-4.31602e+008	1.85499	
-4.31602e+008	1.86003	
-4.31602e+008	1.8254	
-4.31602e+008	1.91812	
-4.31602e+008	1.95561	
-4.31602e+008	1.93803	
-4.31602e+008	1.89695	
-4.31602e+008	1.90028	
-4.31602e+008	1.90286	
-4.31602e+008	1.94412	
-4.31602e+008	1.9439	
-4.31602e+008	1.9549	
-4.31602e+008	1.96542	
-4.31602e+008	2.01001	
-4.31602e+008	2.0437	
-4.31602e+008	2.78996	
-4.31602e+008	11.2064	
-4.31602e+008	2.06271	
-4.31602e+008	1.88842	
-4.31602e+008	1.92313	
-4.31602e+008	1.84126	
-4.31602e+008	1.88354	
-4.31602e+008	1.87518	
-4.31602e+008	1.89721	
-4.31602e+008	1.89098	
-4.31602e+008	1.8605	
-4.31602e+008	1.92394	
-4.31602e+008	1.93867	
-4.31602e+008	1.89421	
-4.31602e+008	1.87905	
-4.31602e+008	1.92845	
-4.31602e+008	1.91031	
-4.31602e+008	1.86214	
-4.31602e+008	1.87078	
-4.31602e+008	1.92083	
-4.31602e+008	1.92202	
-4.31602e+008	1.93371	
-4.31602e+008	1.8794	
-4.31602e+008	1.8642	
-4.31602e+008	1.89236	
-4.31602e+008	1.86924	
-4.31602e+008	1.9785	
-4.31602e+008	1.90235	
-4.31602e+008	1.9451	
-4.31602e+008	1.94127	
-4.31602e+008	2.02657	
-4.31602e+008	2.03456	
-4.31602e+008	2.89131	
-4.31602e+008	12.0733	
-4.31602e+008	2.71287	
-4.31602e+008	2.6317	
-4.31602e+008	2.50597	
-4.31602e+008	2.44418	
-4.31602e+008	2.40691	
-4.31602e+008	2.23883	
-4.31602e+008	2.26739	
-4.31602e+008	2.26275	
-4.31602e+008	2.22585	
-4.31602e+008	2.20239	
-4.31602e+008	2.04345	
-4.31602e+008	2.02188	
-4.31602e+008	1.94202	
-4.31602e+008	1.96394	
-4.31602e+008	1.91857	
-4.31602e+008	1.83956	
-4.31602e+008	1.84792	
-4.31602e+008	1.90564	
-4.31602e+008	1.86812	
-4.31602e+008	1.91622	
-4.31602e+008	1.88313	
-4.31602e+008	1.8451	
-4.31602e+008	1.85145	
-4.31602e+008	1.87037	
-4.31602e+008	1.88813	
-4.31602e+008	1.98876	
-4.31602e+008	1.93852	
-4.31602e+008	1.96779	
-4.31602e+008	1.99202	
-4.31602e+008	1.95819	
-4.31602e+008	2.75032	
-4.31602e+008	13.2981	
-4.31602e+008	2.13982	
-4.31602e+008	1.97733	
-4.31602e+008	1.97228	
-4.31602e+008	1.97703	
-4.31602e+008	1.95571	
-4.31602e+008	1.96944	
-4.31602e+008	2.11895	
-4.31602e+008	2.19926	
-4.31602e+008	2.53359	
-4.31602e+008	2.81863	
-4.31602e+008	3.00563	
-4.31602e+008	3.19362	
-4.31602e+008	3.36916	
-4.31602e+008	3.36572	
-4.31602e+008	3.3107	
-4.31602e+008	3.14213	
-4.31602e+008	3.11043	
-4.31602e+008	3.09685	
-4.31602e+008	2.90194	
-4.31602e+008	6.03	
-4.31602e+008	5.56536	
-4.31602e+008	10.6546	
-4.31602e+008	2.89143	
-4.31602e+008	2.70852	
-4.31602e+008	2.44466	
-4.31602e+008	2.15441	
-4.31602e+008	2.02111	
-4.31602e+008	1.92364	
-4.31602e+008	2.01599	
-4.31602e+008	2.08338	
-4.31602e+008	2.7678	
-4.31602e+008	13.4092	
-4.31602e+008	2.15438	
-4.31602e+008	2.00292	
-4.31602e+008	1.97135	
-4.31602e+008	1.90902	
-4.31602e+008	2.11148	
-4.31602e+008	1.94838	
-4.31602e+008	1.9369	
