F,1.98211,533149
F,1.81017,533148
F,1.85172,533148
F,1.81691,533148
F,1.86844,533148
F,1.83924,533148
F,1.92536,533148
F,2.16569,533148
F,2.16624,533149
F,1.92716,533148
F,1.76752,533148
F,1.72816,533148
F,1.66906,533148
F,1.72173,533148
F,1.82458,533148
F,1.73309,533148
F,1.74254,533148
F,1.68394,533148
F,1.80516,533148
F,1.7078,533148
F,1.7592,533148
F,1.80913,533148
F,1.86938,533148
F,1.93477,533148
F,1.92618,533148
F,1.87562,533148
F,1.74335,533148
F,1.7397,533148
F,1.79469,533148
F,1.8872,533148
F,2.26243,533149
F,8.18954,533150
F,2.05011,533148
F,1.87922,533148
F,1.8454,533148
F,1.82912,533148
F,1.89235,533148
F,2.13754,533148
F,2.12942,533148
F,2.03573,533148
F,2.03692,533149
F,1.91352,533148
F,1.86482,533148
F,1.82835,533148
F,1.76397,533148
F,1.81076,533148
F,1.82085,533148
F,1.81386,533148
F,1.7543,533148
F,1.72676,533148
F,1.7977,533148
F,1.79407,533148
F,1.79972,533148
F,1.86973,533149
F,1.89591,533148
F,1.93219,533148
F,1.9358,533148
F,1.91808,533148
F,1.8168,533148
F,1.78086,533148
F,1.85541,533148
F,1.91819,533149
F,2.20548,533149
F,8.62734,533151
F,2.1119,533149
F,1.90074,533148
F,1.91132,533149
F,1.85082,533148
F,1.96125,533148
F,1.9267,533149
F,1.87435,533148
F,1.89896,533148
F,1.96439,533148
F,1.93029,533149
F,1.90948,533148
F,1.86259,533148
F,1.85257,533148
F,1.88441,533149
F,1.88993,533148
F,1.87662,533148
F,1.89561,533148
F,1.86439,533148
F,1.87453,533148
F,1.90904,533148
F,2.00756,533148
F,1.96317,533148
F,2.04104,533148
F,1.97732,533148
F,1.9257,533148
F,1.97856,533148
F,2.00425,533148
F,2.01976,533148
F,2.00852,533148
F,2.15449,533149
F,2.56528,533149
F,8.49391,533151
F,2.03852,533149
F,1.86582,533148
F,1.86827,533148
F,1.84641,533148
F,1.87682,533148
F,1.91947,533148
F,1.89214,533148
F,1.87302,533148
F,1.94861,533149
F,1.88001,533149
F,1.88289,533148
F,1.82598,533148
F,1.81743,533148
F,1.86029,533148
F,1.86168,533148
F,1.81111,533148
F,1.81393,533148
F,1.8005,533148
F,1.80905,533148
F,1.90103,533148
F,1.86003,533148
F,1.85028,533148
F,1.95336,533148
F,1.87686,533149
F,1.93164,533148
F,1.91623,533148
F,1.9174,533148
F,1.91138,533149
F,1.91538,533148
F,1.95174,533149
F,2.56487,533149
F,10.8873,533152
F,2.07329,533149
F,1.89524,533148
F,1.87683,533148
F,1.89455,533148
F,1.87219,533148
F,1.90766,533148
F,1.91395,533149
F,1.87346,533148
F,1.85507,533148
F,1.88261,533148
F,1.93104,533149
F,1.88046,533148
F,1.88932,533148
F,1.88891,533148
F,1.87174,533148
F,1.8188,533148
F,1.89165,533149
F,1.88428,533148
F,1.88467,533148
F,1.91895,533148
F,1.91976,533149
F,1.83746,533148
F,1.92758,533149
F,1.84413,533148
F,1.9032,533148
F,1.91382,533148
F,1.93004,533149
F,1.91763,533149
F,1.91084,533149
F,2.00394,533149
F,2.91195,533149
F,12.3973,533152
F,2.01502,533148
F,1.85373,533148
F,1.88138,533149
F,1.85482,533148
F,1.88362,533149
F,1.9309,533149
F,1.92403,533148
F,1.8752,533148
F,1.85103,533148
F,1.89609,533148
F,1.87748,533148
F,1.919,533148
F,1.93569,533149
F,1.90299,533148
F,1.96505,533149
F,1.85499,533149
F,1.86003,533148
F,1.8254,533148
F,1.91812,533149
F,1.95561,533149
F,1.93803,533148
F,1.89695,533148
F,1.90028,533148
F,1.90286,533148
F,1.94412,533148
F,1.9439,533149
F,1.9549,533149
F,1.96542,533149
F,2.01001,533148
F,2.0437,533149
F,2.78996,533149
F,11.2064,533153
F,2.06271,533149
F,1.88842,533149
F,1.92313,533149
F,1.84126,533148
F,1.88354,533148
F,1.87518,533148
F,1.89721,533149
F,1.89098,533148
F,1.8605,533148
F,1.92394,533149
F,1.93867,533148
F,1.89421,533148
F,1.87905,533148
F,1.92845,533148
F,1.91031,533148
F,1.86214,533148
F,1.87078,533148
F,1.92083,533148
F,1.92202,533148
F,1.93371,533149
F,1.8794,533148
F,1.8642,533148
F,1.89236,533149
F,1.86924,533148
F,1.9785,533148
F,1.90235,533148
F,1.9451,533149
F,1.94127,533149
F,2.02657,533149
F,2.03456,533149
F,2.89131,533149
F,12.0733,533152
F,2.71287,533148
F,2.6317,533151
F,2.50597,533148
F,2.44418,533149
F,2.40691,533149
F,2.23883,533148
F,2.26739,533149
F,2.26275,533148
F,2.22585,533148
F,2.20239,533148
F,2.04345,533148
F,2.02188,533148
F,1.94202,533148
F,1.96394,533149
F,1.91857,533149
F,1.83956,533148
F,1.84792,533148
F,1.90564,533149
F,1.86812,533148
F,1.91622,533148
F,1.88313,533148
F,1.8451,533149
F,1.85145,533148
F,1.87037,533148
F,1.88813,533148
F,1.98876,533150
F,1.93852,533148
F,1.96779,533149
F,1.99202,533148
F,1.95819,533148
F,2.75032,533149
F,13.2981,533151
F,2.13982,533149
F,1.97733,533149
F,1.97228,533149
F,1.97703,533148
F,1.95571,533148
F,1.96944,533149
F,2.11895,533149
F,2.19926,533148
F,2.53359,533148
F,2.81863,533149
F,3.00563,533148
F,3.19362,533149
F,3.36916,533148
F,3.36572,533148
F,3.3107,533149
F,3.14213,533148
F,3.11043,533149
F,3.09685,533149
F,2.90194,533149
F,6.03,532917
F,5.56536,533041
F,10.6546,533087
F,2.89143,533148
F,2.70852,533148
F,2.44466,533149
F,2.15441,533149
F,2.02111,533149
F,1.92364,533148
F,2.01599,533149
F,2.08338,533149
F,2.7678,533149
F,13.4092,533151
F,2.15438,533149
F,2.00292,533149
F,1.97135,533148
F,1.90902,533148
F,2.11148,533149
F,1.94838,533149
F,1.9369,533149
F,1.86242,533148
F,1.86579,533149
F,1.8914,533148
F,1.88311,533148
F,1.8437,533148
F,1.87026,533149
F,1.87019,533149
F,1.84589,533148
F,1.84264,533148
F,1.88284,533149
F,1.89016,533148
F,1.88097,533149
F,1.96496,533149
F,2.40522,533149
F,21.0421,532478
F,1.82632,533148
F,1.96137,533148
F,2.07144,533148
F,2.4815,533149
F,2.74156,533149
F,2.58191,533149
F,2.21624,533149
F,2.15458,533149
F,2.96693,533149
F,15.9262,533145
F,2.07686,533149
F,1.97479,533149
F,1.97162,533149
F,1.96408,533149
F,1.98769,533149
F,2.02079,533149
F,1.98715,533149
F,1.89378,533149
F,1.8797,533148
F,1.90579,533149
F,1.85977,533148
F,1.84832,533148
F,1.8808,533148
F,1.9103,533149
F,1.871,533148
F,1.89867,533148
F,1.83874,533148
F,1.90106,533149
F,1.92455,533149
F,1.94397,533149
F,2.11678,533149
F,21.3031,532308
F,1.85476,533148
F,2.04498,533148
F,2.13145,533148
F,1.96738,533148
F,2.47781,533149
F,2.26514,533149
F,2.2059,533149
F,2.19721,533149
F,2.87552,533149
F,18.7034,533142
F,2.05526,533149
F,2.22405,533149
F,2.5479,533149
F,2.1004,533149
F,1.93633,533149
F,1.90202,533148
F,1.92795,533149
F,1.89179,533149
F,1.87924,533148
F,1.92702,533149
F,1.85257,533148
F,1.81388,533148
F,1.8228,533148
F,1.87434,533149
F,1.83378,533148
F,1.86763,533148
F,1.85556,533148
F,1.94158,533149
F,1.90976,533148
F,1.82467,533148
F,1.96253,533148
F,21.1811,531800
F,1.87741,533148
F,2.12382,533149
F,2.15154,533148
F,2.32313,533148
F,3.22216,533149
F,2.68497,533149
F,2.62592,533149
F,2.33039,533149
F,3.31717,533149
F,29.0221,532799
F,2.53967,533149
F,2.60879,533149
F,2.09574,533149
F,1.92951,533149
F,1.94081,533149
F,1.88776,533148
F,1.88702,533148
F,1.94444,533149
F,1.8367,533148
F,1.93464,533148
F,1.85688,533148
F,1.83796,533148
F,1.87764,533148
F,1.87027,533149
F,1.87188,533149
F,1.872,533149
F,1.86224,533148
F,1.8776,533149
F,1.93687,533149
F,1.97866,533148
F,1.90597,533149
F,21.2624,528338
F,1.86579,533148
F,2.14068,533148
F,2.25389,533148
F,2.2333,533149
F,3.56158,533149
F,2.76892,533149
F,2.9631,533149
F,2.82203,533149
F,4.9875,533149
F,36.0665,533034
F,19.8608,532086
F,1.95374,533148
F,1.9049,533148
F,1.91893,533148
F,1.83947,533148
F,1.87466,533148
F,1.90938,533149
F,1.94305,533149
F,1.99016,533149
F,1.99149,533149
F,1.84601,533148
F,1.88054,533148
F,1.81688,533148
F,1.84697,533148
